year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,0,0,-330,10,2,-502,38,6,91
1988,1,0,-306,7,0,-447,46,14,87
1989,7,0,-299,9,2,-482,32,30,55
1990,0,1,-240,6,1,-491,39,7,45
1991,0,0,-264,8,1,-531,39,21,42
1992,1,1,-270,9,0,-517,40,17,22
1993,3,2,-317,9,1,-520,32,16,37
1994,1,2,-337,7,2,-480,36,14,33
1995,0,0,-264,8,0,-501,53,22,83
1996,0,0,-241,5,0,-473,40,19,216
1997,1,0,-239,5,0,-450,43,16,70
1998,0,0,-145,8,3,-401,64,10,42
1999,3,0,-291,5,0,-442,41,10,57
2000,1,3,-317,8,0,-473,45,23,62
2001,0,2,-342,8,7,-508,42,17,26
2002,3,0,-268,7,2,-475,39,7,103
2003,0,6,-270,9,0,-441,48,10,63
2004,0,4,-199,7,1,-388,36,18,117
2005,9,0,-310,9,3,-523,38,9,44
2006,8,2,-267,8,0,-522,32,16,105
2007,1,0,-273,8,0,-434,38,22,43
2008,2,0,-310,8,5,-459,39,10,51
2009,0,1,-216,6,4,-471,43,23,32
2010,0,1,-248,8,0,-454,41,15,61
2011,2,5,-297,10,0,-480,29,12,57
2012,4,0,-303,7,2,-504,44,14,43
2013,0,0,-253,11,0,-547,31,5,48
2014,0,1,-272,10,0,-525,59,12,6
2015,0,1,-313,9,2,-485,37,7,34
2016,1,0,-255,10,0,-481,37,13,29
2016
2017,0,0,-86,8,9,-417,43,5,40
2018,5,2,-225,9,3,-502,32,20,128
2019,0,0,-254,8,3,-521,38,8,117
2020,4,0,-102,8,3,-440,42,16,42
2021,7,0,-350,6,5,-548,32,10,80
2022,6,0,-331,9,7,-562,39,10,81
2023,7,0,-377,8,4,-626,30,22,19
2024,9,4,-308,7,8,-563,32,15,35
2025,2,0,-267,7,12,-546,34,20,94
2026,6,5,-334,9,9,-649,24,6,48
2027,7,0,-197,7,0,-495,29,11,73
2028,13,2,-278,8,6,-588,25,5,29
2029,0,0,-216,8,0,-517,31,25,39
2030,0,1,-247,10,2,-531,45,17,122
2031,6,2,-363,7,3,-550,34,5,74
2032,1,0,-185,8,6,-454,53,5,95
2033,4,0,-348,7,4,-482,36,17,68
2034,7,0,-398,10,1,-593,28,10,46
2035,5,0,-219,6,5,-506,35,6,112
2036,2,0,-238,9,9,-566,36,10,87
2037,12,0,-222,9,2,-477,37,2,53
2038,3,0,-354,10,3,-517,41,6,110
2039,3,1,-190,9,4,-510,33,12,65
2040,9,0,-334,9,8,-558,43,8,65
2041,9,3,-310,9,7,-534,37,18,2
2042,0,0,-380,8,7,-570,34,12,87
2043,8,0,-318,9,20,-628,27,15,67
2044,0,1,-289,8,4,-480,41,19,81
2045,5,0,-270,10,1,-502,39,18,42
2046,10,0,-196,10,20,-604,33,15,92

min.,,,,0,,,0
max.,,,,11,,,72
steps.,,,,12,,,10
decimals
