year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,60,88,47,68
1988,80,169,25,38
1989,28,64,105,131
1990,52,213,146,180
1991,106,193,95,171
1992,48,268,155,83
1993,17,89,79,171
1994,29,43,62,101
1995,11,41,29,87
1996,164,104,119,178
1997,97,180,112,147
1998,23,93,40,87
1999,66,157,101,100
2000,41,90,49,163
2001,188,192,116,99
2002,54,158,87,136
2003,169,105,94,150
2004,124,181,119,106
2005,21,85,47,249
2006,82,140,255,192
2007,55,136,23,35
2008,74,238,51,157
2009,94,127,116,143
2010,142,150,107,142
2011,126,135,27,94
2012,65,169,96,92
2013,154,181,104,42
2014,63,149,210,210
2015,75,30,44,82
2016,152,201,85,155
