year,A1,A2,A3
,label A1,label A2,label A3
1987,55,2095,389
1988,60,2087,396
1989,52,2295,405
1990,44,2155,345
1991,28,2286,314
1992,43,2257,289
1993,57,2063,443
1994,50,2066,416
1995,71,2167,454
1996,53,2216,364
1997,44,2104,367
1998,62,2178,437
1999,46,2011,400
2000,48,2245,383
2001,39,2116,344
2002,58,1898,397
2003,58,2210,386
2004,48,2135,346
2005,39,1920,348
2006,52,1909,413
2007,47,2131,407
2008,59,2057,451
2009,61,2367,435
2010,55,2334,386
2011,50,2207,384
2012,42,2127,369
2013,63,1970,424
2014,48,2083,331
2015,46,1814,320
2016,64,1935,472
2016
2017,78,2137,572
2018,111,2186,736
2019,73,1889,527
2020,84,1894,590
2021,62,1849,549
2022,70,1992,522
2023,78,2248,620
2024,81,2194,615
2025,85,2059,668
2026,99,1873,697
2027,85,1796,632
2028,102,1959,695
2029,56,1968,417
2030,64,2104,459
2031,80,1930,525
2032,76,1762,515
2033,53,1844,441
2034,88,1907,593
2035,87,2022,599
2036,89,1893,626
2037,89,1806,565
2038,76,1918,557
2039,83,1908,564
2040,80,2008,546
2041,99,2104,676
2042,84,1815,588
2043,75,1818,670
2044,64,2120,459
2045,64,1860,492
2046,98,1872,786

min.,,1000
max.,,3000
steps.,,11
decimals
