year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2187,13,-593,1
1988,2053,13,-562,0
1989,2204,13,-589,1
1990,2069,13,-602,3
1991,2076,13,-613,0
1992,2001,12,-602,0
1993,2241,12,-679,1
1994,2200,13,-650,0
1995,2112,16,-543,4
1996,2133,14,-404,0
1997,2060,12,-506,0
1998,1988,15,-502,0
1999,2109,13,-554,1
2000,2060,12,-626,1
2001,2040,11,-686,3
2002,2142,10,-502,0
2003,2028,13,-549,1
2004,2094,9,-433,0
2005,2078,11,-621,1
2006,2262,13,-575,0
2007,2152,14,-554,0
2008,2233,13,-612,1
2009,2148,12,-572,1
2010,2120,13,-563,1
2011,2221,15,-588,0
2012,2066,14,-635,1
2013,2234,12,-612,0
2014,1903,11,-643,3
2015,2061,12,-633,0
2016,2220,11,-617,0
2016
2017,2303,13,-437,0
2018,2587,16,-526,0
2019,2309,14,-529,0
2020,2362,16,-481,0
2021,2334,12,-621,0
2022,2283,12,-596,1
2023,2449,14,-778,0
2024,2391,14,-685,6
2025,2453,14,-569,1
2026,2628,15,-750,0
2027,2442,15,-574,0
2028,2574,15,-712,5
2029,2232,14,-550,0
2030,2090,12,-528,3
2031,2310,11,-654,0
2032,2168,13,-468,1
2033,2208,13,-617,0
2034,2426,14,-701,1
2035,2413,12,-508,0
2036,2379,17,-555,2
2037,2344,15,-519,1
2038,2314,15,-607,0
2039,2391,16,-511,0
2040,2265,12,-650,2
2041,2497,14,-707,0
2042,2410,15,-687,0
2043,2506,11,-723,3
2044,2190,12,-595,0
2045,2228,14,-589,1
2046,2708,16,-570,0
