year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.9,14.6,22.1,8.0
1988,6.1,14.2,20.6,7.9
1989,5.8,14.8,21.1,10.0
1990,7.1,12.9,19.0,6.9
1991,5.2,11.6,19.5,7.0
1992,4.5,13.4,19.5,8.3
1993,5.1,14.1,18.9,7.8
1994,6.4,13.1,19.1,9.0
1995,6.1,13.7,19.2,9.8
1996,5.9,13.8,18.0,8.2
1997,7.0,14.2,19.1,9.3
1998,6.6,13.7,19.6,7.0
1999,5.4,14.3,19.9,7.1
2000,5.7,14.5,19.5,8.7
2001,7.3,14.4,19.3,7.4
2002,7.5,15.4,19.7,9.8
2003,6.3,17.0,22.1,9.0
2004,5.7,15.2,21.5,8.7
2005,3.5,16.0,19.8,6.9
2006,5.1,16.2,21.1,9.2
2007,6.9,15.8,20.4,8.4
2008,7.0,14.5,20.4,7.7
2009,6.0,16.4,22.0,9.6
2010,5.0,14.5,21.0,7.7
2011,6.5,17.1,21.5,10.1
2012,7.1,16.8,22.4,9.2
2013,5.8,13.2,20.9,9.1
2014,6.9,16.3,21.1,10.5
2015,5.2,15.6,20.3,9.0
2016,7.5,15.8,23.5,10.1
