year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,2,13,-79,0,0,-71,56,71,67
1988,4,0,-124,5,0,-159,49,77,22
1989,0,3,-108,2,0,-108,44,78,68
1990,1,12,-88,4,0,-106,50,65,57
1991,1,2,-121,4,0,-198,52,69,41
1992,4,2,-62,7,0,-116,56,73,22
1993,1,1,-188,3,0,-336,53,76,46
1994,0,3,-131,5,0,-187,59,72,59
1995,4,1,-58,2,0,-78,56,69,79
1996,5,5,-171,2,0,-241,47,69,38
1997,0,4,-122,4,0,-214,54,68,41
1998,0,5,-45,4,0,-77,52,66,52
1999,1,4,-153,4,0,-220,52,76,37
2000,2,11,-174,4,0,-269,42,72,44
2001,8,6,-116,4,0,-181,39,69,50
2002,4,12,-72,4,0,-149,52,70,39
2003,6,0,-52,5,0,-160,53,68,42
2004,5,4,-113,3,0,-164,49,68,26
2005,0,3,-79,4,0,-104,56,70,28
2006,1,6,-116,2,0,-170,54,78,36
2007,11,6,-122,2,0,-209,53,80,46
2008,1,12,-115,5,0,-120,44,75,42
2009,1,0,-96,0,0,-128,55,59,78
2010,0,7,-93,6,0,-161,51,54,33
2011,6,6,-127,6,0,-172,48,59,46
2012,0,8,-125,2,0,-135,55,71,71
2013,1,0,-82,4,0,-189,54,78,15
2014,3,3,-101,4,0,-136,51,82,54
2015,4,8,-51,1,0,-136,53,68,49
2016,2,7,-134,0,0,-144,51,52,67
2016
2017,1,2,-27,2,0,-85,50,57,46
2018,0,1,-52,4,0,-122,52,71,12
2019,5,2,14,4,0,34,43,60,64
2020,2,0,-46,2,0,-119,49,73,86
2021,3,0,-79,5,0,-175,44,69,19
2022,1,0,-8,4,0,-87,55,73,40
2023,4,2,-194,4,0,-313,47,45,27
2024,0,7,-100,3,0,-154,54,68,69
2025,0,0,-67,3,0,-56,51,63,104
2026,4,3,-158,5,0,-230,48,57,87
2027,6,0,-98,6,0,-174,42,63,64
2028,0,0,-110,5,0,-191,48,64,48
2029,0,1,-63,2,0,-88,51,65,93
2030,2,0,-105,1,0,-185,52,62,50
2031,0,8,-140,4,0,-199,51,52,61
2032,1,4,-48,6,0,-148,47,63,32
2033,4,5,-85,6,0,-218,35,52,14
2034,7,1,38,2,0,-7,36,49,88
2035,0,3,-92,3,0,-129,39,57,50
2036,0,2,-87,3,0,-153,60,71,61
2037,1,1,-74,4,0,-159,38,61,41
2038,0,5,-140,2,0,-169,53,60,66
2039,8,1,-39,3,0,-117,40,64,67
2040,4,2,-92,6,0,-190,45,62,37
2041,0,5,-62,3,0,-122,50,43,49
2042,0,3,-77,5,0,-70,53,69,58
2043,0,0,-89,5,0,-159,57,61,47
2044,2,0,-77,4,0,-100,38,61,79
2045,0,2,-64,3,0,-186,58,59,33
2046,2,0,-103,4,0,-103,49,69,76
