year,annual-precipitations
1987,448
1988,284
1989,310
1990,342
1991,306
1992,856
1993,625
1994,528
1995,646
1996,479
1997,536
1998,691
1999,474
2000,488
2001,555
2002,435
2003,474
2004,554
2005,510
2006,374
2007,476
2008,405
2009,354
2010,353
2011,421
2012,596
2013,408
2014,294
2015,626
2016,453
