year,annual-estival-days
1987,0
1988,12
1989,2
1990,0
1991,1
1992,2
1993,1
1994,1
1995,3
1996,0
1997,4
1998,2
1999,2
2000,1
2001,0
2002,3
2003,14
2004,1
2005,2
2006,4
2007,0
2008,1
2009,6
2010,1
2011,3
2012,0
2013,0
2014,10
2015,1
2016,1
