year,annual-frozen-days
1987,195
1988,205
1989,166
1990,164
1991,188
1992,229
1993,248
1994,245
1995,174
1996,183
1997,181
1998,178
1999,180
2000,143
2001,178
2002,181
2003,182
2004,170
2005,165
2006,175
2007,169
2008,180
2009,179
2010,198
2011,156
2012,173
2013,172
2014,164
2015,161
2016,185

min,120
max,255
steps,10
decimal
