year,annual-precipitations
1987,766
1988,750
1989,596
1990,753
1991,605
1992,811
1993,881
1994,934
1995,752
1996,520
1997,628
1998,692
1999,926
2000,1081
2001,962
2002,760
2003,599
2004,729
2005,661
2006,623
2007,788
2008,883
2009,694
2010,683
2011,680
2012,945
2013,858
2014,913
2015,780
2016,743
