year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1118,12,-165,0
1988,1256,12,-41,4
1989,1333,11,-227,3
1990,1149,11,-233,1
1991,1045,11,-191,4
1992,1201,12,-92,2
1993,1291,12,-426,0
1994,1033,10,-260,1
1995,1066,11,-74,2
1996,1179,11,-284,5
1997,1022,11,-272,1
1998,1052,11,-119,1
1999,1395,12,-419,0
2000,1132,11,-315,6
2001,1160,13,-167,0
2002,1155,12,-199,2
2003,1148,12,-130,0
2004,962,11,-104,2
2005,1201,12,-199,4
2006,1436,13,-47,0
2007,1353,12,-130,4
2008,1218,12,-113,1
2009,1178,12,-124,2
2010,1197,12,-174,0
2011,1066,11,-234,2
2012,1172,14,-199,2
2013,1174,12,-257,2
2014,1007,10,-150,0
2015,1209,10,-210,0
2016,1227,12,-118,2
2016
2017,1296,12,-155,0
2018,1241,11,-176,0
2019,1356,11,-193,0
2020,1204,12,-232,1
2021,1218,11,-323,2
2022,1237,12,-178,2
2023,1261,12,-382,0
2024,1231,11,-325,0
2025,1280,13,-318,4
2026,1325,12,-496,2
2027,1398,13,-374,2
2028,1275,13,-187,0
2029,1343,14,-508,0
2030,1456,13,-414,0
2031,1289,13,-184,0
2032,1386,12,-156,1
2033,1317,11,-250,1
2034,1217,12,-123,3
2035,1373,11,-184,1
2036,1253,13,-154,0
2037,1246,11,-213,2
2038,1236,12,-229,0
2039,1376,14,-90,0
2040,1377,13,-314,2
2041,1357,12,-174,0
2042,1304,11,-216,1
2043,1342,14,-223,0
2044,1220,12,-121,0
2045,1314,12,-231,2
2046,1385,11,-277,0

min,800,6
max,2300,16
steps,7,11
decimal
