year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,144,176,254,192
1988,277,101,195,177
1989,188,127,100,182
1990,204,151,103,294
1991,120,196,114,175
1992,74,185,239,313
1993,93,269,222,297
1994,152,205,228,349
1995,346,112,208,86
1996,101,101,107,211
1997,72,176,123,258
1998,123,154,206,210
1999,215,187,222,302
2000,144,306,151,480
2001,322,158,277,205
2002,201,158,122,279
2003,104,183,142,170
2004,155,159,213,202
2005,98,168,185,210
2006,142,132,118,231
2007,154,183,268,183
2008,234,165,235,249
2009,126,126,111,332
2010,166,139,141,237
2011,112,78,274,216
2012,52,203,222,467
2013,117,170,179,393
2014,290,223,217,183
2015,223,129,254,173
2016,246,232,109,157
