year,annual-frozen-days
1987,61
1988,24
1989,38
1990,23
1991,47
1992,26
1993,35
1994,12
1995,18
1996,46
1997,27
1998,25
1999,11
2000,10
2001,21
2002,10
2003,32
2004,24
2005,27
2006,31
2007,17
2008,12
2009,25
2010,48
2011,10
2012,21
2013,35
2014,4
2015,20
2016,18
