year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,72,-48,17,122
1988,199,-119,-30,119
1989,110,-133,-197,97
1990,104,-106,-219,222
1991,45,-24,-168,105
1992,-14,-91,-32,237
1993,-2,17,-24,216
1994,65,-38,-41,266
1995,239,-131,-99,-10
1996,16,-153,-188,118
1997,-17,-93,-156,164
1998,20,-100,-57,123
1999,119,-73,-77,196
2000,48,57,-112,383
2001,242,-99,5,114
2002,101,-93,-135,190
2003,-5,-100,-175,83
2004,56,-99,-67,118
2005,6,-95,-76,114
2006,60,-125,-182,131
2007,53,-81,8,94
2008,131,-110,-37,166
2009,44,-131,-186,234
2010,74,-132,-141,150
2011,15,-227,4,107
2012,-44,-38,-63,374
2013,45,-58,-110,305
2014,180,-39,-43,96
2015,133,-147,-26,77
2016,149,-2,-185,84
