year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-9.4,8.0,12.7,1.6
1988,-2.7,8.7,15.3,0.3
1989,0.7,10.7,14.8,1.0
1990,-0.1,10.5,13.9,1.8
1991,-1.0,7.6,15.2,3.9
1992,1.6,9.5,15.7,3.3
1993,-3.0,10.0,12.6,-2.0
1994,-5.3,8.8,15.5,2.0
1995,-0.7,10.2,14.8,0.4
1996,-5.9,8.9,14.4,2.1
1997,-2.1,8.9,16.7,0.6
1998,-2.3,9.4,14.2,0.6
1999,-3.9,10.8,16.1,2.4
2000,-1.9,10.0,13.4,4.9
2001,-4.1,9.3,15.9,0.9
2002,-1.5,10.8,15.9,-3.0
2003,-5.0,8.9,16.5,2.0
2004,-3.3,9.7,15.3,2.0
2005,-3.5,9.5,15.8,2.6
2006,-5.4,9.7,16.9,4.6
2007,-2.7,10.2,15.1,3.3
2008,-0.1,9.9,13.8,3.6
2009,-3.6,9.3,15.1,0.6
2010,-7.2,9.7,16.5,-2.3
2011,-5.2,10.4,16.4,4.8
2012,-3.5,9.0,14.6,0.7
2013,-4.8,10.6,15.2,4.1
2014,-1.3,9.3,16.4,2.9
2015,0.5,8.9,15.1,4.6
2016,-2.9,10.6,15.5,1.5
