year,annual-hydric-deficit
1987,-212
1988,-141
1989,-239
1990,-217
1991,406
1992,172
1993,110
1994,125
1995,118
1996,66
1997,72
1998,174
1999,-36
2000,203
2001,125
2002,-120
2003,-117
2004,-59
2005,-1
2006,-119
2007,29
2008,73
2009,-145
2010,-91
2011,132
2012,104
2013,-107
2014,-4
2015,182
2016,-33
