year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,39,73,149,65
1988,70,92,192,77
1989,59,76,143,97
1990,106,46,135,106
1991,193,295,261,215
1992,253,86,223,200
1993,156,127,208,140
1994,118,146,251,183
1995,232,207,124,160
1996,85,118,135,270
1997,150,97,280,138
1998,145,163,263,134
1999,91,93,112,228
2000,124,98,177,299
2001,122,75,288,181
2002,177,84,93,113
2003,64,114,110,183
2004,132,85,201,61
2005,109,83,241,133
2006,80,110,99,176
2007,94,87,222,183
2008,153,90,148,255
2009,55,113,116,140
2010,100,83,136,191
2011,101,123,207,266
2012,107,129,170,206
2013,48,116,129,176
2014,73,113,243,159
2015,180,165,195,175
2016,128,138,147,90
