year,annual-precipitations
1987,326
1988,431
1989,375
1990,394
1991,964
1992,761
1993,632
1994,697
1995,722
1996,608
1997,664
1998,704
1999,525
2000,698
2001,666
2002,466
2003,471
2004,478
2005,565
2006,466
2007,586
2008,645
2009,425
2010,510
2011,697
2012,612
2013,468
2014,587
2015,716
2016,502
