year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,9,-171,-78,29
1988,37,-181,-42,45
1989,16,-214,-107,67
1990,57,-244,-105,75
1991,147,86,9,164
1992,200,-160,-25,157
1993,123,-126,0,114
1994,88,-103,-8,149
1995,189,-44,-146,119
1996,52,-122,-97,234
1997,105,-154,11,110
1998,102,-70,45,97
1999,58,-157,-137,200
2000,97,-137,-24,265
2001,92,-154,41,147
2002,141,-187,-158,84
2003,26,-126,-162,146
2004,94,-179,-10,37
2005,72,-163,-8,98
2006,49,-150,-167,148
2007,58,-181,-2,154
2008,112,-178,-81,220
2009,26,-149,-128,105
2010,73,-175,-146,157
2011,64,-131,-30,230
2012,69,-103,-38,176
2013,12,-142,-118,140
2014,24,-126,-25,123
2015,131,-51,-31,133
2016,94,-102,-72,47
