year,annual-estival-days
1987,4
1988,9
1989,12
1990,6
1991,3
1992,6
1993,9
1994,19
1995,21
1996,14
1997,38
1998,2
1999,25
2000,4
2001,11
2002,25
2003,21
2004,12
2005,15
2006,27
2007,16
2008,6
2009,13
2010,33
2011,27
2012,7
2013,22
2014,31
2015,4
2016,7
