year,A1,A2,A3
,label A1,label A2,label A3
1987,5,4180,32
1988,2,4479,40
1989,4,4268,59
1990,1,4452,29
1991,1,4423,22
1992,8,4255,50
1993,6,4206,72
1994,9,4506,93
1995,1,4665,20
1996,1,4421,14
1997,1,4571,23
1998,0,4621,6
1999,13,4142,125
2000,10,4482,90
2001,21,4750,139
2002,8,4557,69
2003,0,4371,8
2004,3,4393,57
2005,8,4745,79
2006,3,4559,70
2007,0,4641,17
2008,3,4376,34
2009,1,4387,33
2010,3,4531,46
2011,3,4850,40
2012,4,4363,29
2013,9,4434,73
2014,8,4388,63
2015,5,4624,55
2016,11,4251,67
2016
2017,10,3727,63
2018,7,3983,87
2019,6,3879,45
2020,13,4068,82
2021,6,4035,68
2022,5,3950,43
2023,6,4021,63
2024,2,3969,33
2025,4,3959,33
2026,0,3967,4
2027,2,3722,42
2028,1,3579,34
2029,4,4172,48
2030,2,4142,44
2031,4,3897,37
2032,3,3602,34
2033,6,4050,64
2034,8,3758,65
2035,5,3744,32
2036,0,3876,20
2037,4,3891,45
2038,1,3966,20
2039,2,3987,36
2040,5,3910,60
2041,7,3875,57
2042,7,4091,72
2043,3,4031,50
2044,1,4099,20
2045,1,3990,31
2046,3,3852,32

min,,2400
max,,5100
steps,,10
decimal
