year,F1,F3,M4
,label F1,label F3,label M4
1987,118,168,2
1988,127,171,4
1989,129,164,0
1990,123,174,2
1991,128,173,4
1992,120,166,2
1993,107,159,3
1994,128,170,3
1995,134,170,2
1996,117,170,1
1997,132,174,4
1998,135,174,2
1999,116,156,3
2000,134,174,5
2001,135,180,2
2002,124,167,0
2003,129,179,3
2004,130,170,1
2005,124,173,3
2006,125,171,2
2007,122,168,0
2008,122,168,0
2009,120,167,2
2010,121,174,0
2011,131,173,0
2012,116,169,2
2013,132,170,3
2014,126,173,3
2015,116,161,3
2016,112,174,1
2016
2017,89,159,1
2018,110,166,1
2019,108,156,3
2020,125,165,4
2021,128,168,0
2022,110,167,2
2023,101,158,0
2024,127,177,2
2025,104,159,3
2026,116,163,2
2027,110,166,0
2028,91,153,0
2029,116,169,2
2030,126,169,2
2031,113,157,3
2032,70,150,2
2033,114,162,1
2034,110,165,2
2035,114,166,5
2036,111,161,3
2037,105,164,2
2038,120,167,1
2039,122,172,1
2040,96,158,3
2041,103,159,2
2042,123,166,1
2043,111,163,2
2044,125,178,0
2045,104,156,2
2046,107,163,1
