year,annual-estival-days
1987,79
1988,62
1989,48
1990,61
1991,64
1992,47
1993,81
1994,95
1995,56
1996,54
1997,84
1998,69
1999,76
2000,62
2001,104
2002,87
2003,105
2004,93
2005,91
2006,114
2007,107
2008,96
2009,118
2010,120
2011,117
2012,131
2013,128
2014,113
2015,98
2016,94

min,40
max,140
steps,11
decimal
