year,annual-hydric-deficit
1987,-697
1988,-718
1989,-941
1990,-586
1991,-730
1992,-736
1993,-706
1994,-897
1995,-626
1996,-530
1997,-602
1998,-664
1999,-892
2000,-681
2001,-979
2002,-828
2003,-293
2004,-608
2005,-529
2006,-257
2007,-609
2008,-724
2009,-319
2010,-551
2011,-738
2012,-836
2013,-540
2014,-293
2015,-91
2016,-738
