year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,41,0,-314,5,1,-683,46,3,21
1988,36,0,-303,10,5,-701,42,1,52
1989,36,0,-298,10,0,-647,40,3,52
1990,42,0,-349,8,12,-734,36,1,24
1991,30,0,-349,10,8,-753,39,1,38
1992,51,0,-342,9,2,-720,32,3,8
1993,41,0,-362,8,1,-724,43,5,29
1994,33,0,-364,9,4,-799,31,3,47
1995,41,0,-332,4,5,-717,33,2,12
1996,34,0,-324,9,0,-708,45,4,13
1997,32,0,-364,9,4,-762,32,0,49
1998,31,0,-279,10,0,-639,41,3,23
1999,45,0,-369,4,3,-770,34,6,22
2000,37,0,-383,0,4,-800,32,8,17
2001,38,0,-302,10,1,-675,45,1,41
2002,39,0,-332,10,3,-676,39,0,19
2003,37,0,-339,10,1,-695,30,3,29
2004,34,0,-316,11,0,-710,48,1,25
2005,27,0,-288,12,1,-662,55,2,26
2006,35,0,-282,9,7,-635,46,4,14
2007,47,0,-337,10,3,-717,44,1,44
2008,36,0,-322,9,6,-709,49,3,37
2009,40,0,-313,10,2,-680,33,3,8
2010,26,0,-260,7,1,-611,45,1,59
2011,40,0,-340,8,1,-724,34,0,44
2012,19,0,-310,9,1,-663,41,3,11
2013,31,0,-283,5,3,-662,45,1,48
2014,34,0,-299,10,3,-669,42,1,22
2015,40,0,-328,3,10,-714,38,9,65
2016,29,0,-293,10,5,-670,53,6,48
2016
2017,56,0,-369,8,9,-756,35,0,55
2018,44,0,-357,3,24,-784,42,0,35
2019,36,0,-276,8,0,-636,37,0,32
2020,28,0,-283,8,8,-703,43,0,6
2021,36,0,-356,7,7,-788,48,0,1
2022,46,0,-347,6,33,-755,38,2,48
2023,44,0,-346,10,27,-801,37,0,35
2024,47,0,-343,11,14,-782,41,0,65
2025,30,0,-275,6,23,-683,47,0,2
2026,38,0,-349,3,7,-755,43,0,31
2027,35,0,-383,2,2,-805,37,0,24
2028,47,0,-304,7,13,-710,27,0,40
2029,37,0,-372,6,9,-801,36,0,71
2030,31,0,-334,7,15,-779,45,0,10
2031,59,0,-345,9,12,-746,31,0,9
2032,38,0,-336,8,2,-704,37,4,44
2033,30,0,-271,8,13,-676,46,0,41
2034,23,0,-233,10,9,-642,33,0,64
2035,37,0,-302,9,10,-716,27,1,0
2036,28,0,-284,10,12,-716,36,0,42
2037,40,0,-297,9,4,-673,34,8,40
2038,40,0,-322,11,16,-731,35,0,14
2039,43,0,-321,10,12,-733,39,0,71
2040,51,0,-337,8,11,-733,29,0,18
2041,36,0,-282,8,4,-663,30,0,39
2042,53,0,-328,11,21,-742,30,0,51
2043,37,0,-338,9,14,-741,36,0,21
2044,42,0,-335,10,21,-740,37,0,34
2045,54,0,-355,7,14,-759,21,0,14
2046,49,0,-366,2,9,-773,29,0,15

min,,0
max,,6
steps,,7
decimal
