year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,188,129,39,155
1988,132,63,162,129
1989,53,63,24,100
1990,94,96,65,358
1991,175,56,30,191
1992,75,118,45,233
1993,88,66,61,299
1994,156,38,32,148
1995,151,136,144,134
1996,194,91,139,248
1997,63,50,196,299
1998,144,42,138,270
1999,99,30,56,193
2000,111,45,206,224
2001,153,36,11,119
2002,83,109,73,140
2003,291,130,164,353
2004,126,127,36,289
2005,141,201,41,308
2006,477,14,69,397
2007,309,85,28,243
2008,164,55,51,308
2009,416,82,107,240
2010,332,42,67,151
2011,195,43,37,112
2012,179,25,12,173
2013,313,30,54,150
2014,314,165,7,328
2015,504,73,144,308
2016,142,94,0,181
