year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,8.2,14.5,23.3,14.8
1988,9.7,16.5,22.2,13.2
1989,9.6,15.3,21.7,14.0
1990,10.7,15.7,22.3,14.4
1991,9.7,13.9,22.2,12.8
1992,9.4,15.2,21.9,14.8
1993,8.4,16.5,22.5,14.2
1994,10.0,15.9,23.6,14.7
1995,9.6,15.7,22.1,13.9
1996,9.5,15.7,21.6,13.6
1997,10.3,16.7,22.3,14.1
1998,9.7,16.9,22.0,12.7
1999,8.7,17.0,22.7,14.3
2000,9.3,17.4,22.6,14.9
2001,11.0,16.8,23.0,14.2
2002,10.1,17.2,22.5,14.4
2003,8.1,17.7,24.4,14.6
2004,9.8,16.1,22.8,14.7
2005,7.8,16.7,22.6,12.9
2006,8.3,19.1,24.0,14.9
2007,10.2,18.1,23.8,13.1
2008,9.8,17.6,24.0,14.0
2009,8.9,18.5,25.4,14.6
2010,9.5,16.9,22.9,13.2
2011,8.7,16.6,23.6,12.7
2012,8.4,18.1,25.3,14.4
2013,9.0,17.7,23.7,14.3
2014,10.0,17.2,23.7,14.7
2015,9.0,17.6,24.5,15.1
2016,10.3,18.0,24.0,14.4
