year,annual-average-temperature
1987,15.2
1988,15.4
1989,15.2
1990,15.8
1991,14.7
1992,15.3
1993,15.4
1994,16.1
1995,15.3
1996,15.1
1997,15.9
1998,15.4
1999,15.8
2000,16.1
2001,16.3
2002,16.1
2003,16.3
2004,15.9
2005,15.1
2006,16.6
2007,16.4
2008,16.4
2009,16.9
2010,15.6
2011,15.4
2012,16.6
2013,16.2
2014,16.5
2015,16.6
2016,16.7

min,13
max,19
steps,7
decimal


