year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1927,16,-849,2
1988,2169,18,-839,0
1989,2040,16,-762,0
1990,2211,15,-898,0
1991,2082,16,-946,0
1992,2348,16,-936,0
1993,2221,17,-963,0
1994,2260,16,-971,0
1995,2274,18,-896,0
1996,2029,15,-883,0
1997,2205,17,-937,0
1998,2029,14,-782,0
1999,2284,18,-977,0
2000,2200,17,-1016,0
2001,2179,16,-845,0
2002,2184,17,-859,0
2003,2171,16,-865,0
2004,2031,16,-897,0
2005,2055,18,-845,0
2006,2062,15,-767,0
2007,2147,14,-863,0
2008,2141,17,-895,0
2009,2085,14,-872,0
2010,1945,16,-725,1
2011,2248,17,-888,1
2012,1847,13,-815,0
2013,2144,17,-846,0
2014,2074,15,-818,0
2015,2155,16,-838,0
2016,2007,15,-853,1
2016
2017,2373,16,-907,0
2018,2364,17,-895,0
2019,2202,16,-800,0
2020,2222,17,-876,0
2021,2141,15,-1005,0
2022,2443,17,-918,0
2023,2471,17,-1037,0
2024,2351,16,-978,0
2025,2227,16,-831,0
2026,2309,17,-985,0
2027,2254,17,-948,0
2028,2426,16,-879,0
2029,2279,16,-878,0
2030,2246,17,-920,0
2031,2464,16,-903,0
2032,2203,16,-835,0
2033,2271,18,-889,0
2034,2220,17,-787,0
2035,2335,16,-888,0
2036,2347,18,-906,0
2037,2227,17,-876,0
2038,2365,16,-899,0
2039,2328,17,-857,0
2040,2398,18,-848,0
2041,2285,16,-837,0
2042,2442,18,-883,0
2043,2431,17,-921,0
2044,2384,17,-865,0
2045,2495,17,-954,0
2046,2509,18,-981,0

min,1800,10,,0
max,3100,22,,6
steps,11,8,,7
decimal


