year,F1,F3,M4
,label F1,label F3,label M4
1987,38,115,4
1988,36,108,4
1989,43,114,4
1990,42,111,4
1991,39,120,4
1992,34,116,6
1993,32,120,4
1994,43,112,3
1995,48,119,2
1996,36,116,7
1997,36,103,2
1998,33,114,5
1999,29,116,4
2000,31,111,1
2001,39,119,6
2002,30,113,6
2003,35,116,5
2004,40,111,6
2005,21,117,4
2006,28,104,3
2007,37,108,5
2008,55,112,3
2009,39,107,4
2010,38,114,4
2011,48,109,2
2012,45,104,6
2013,38,113,4
2014,42,110,3
2015,33,105,3
2016,27,120,3
2016
2017,24,110,4
2018,29,107,5
2019,36,117,3
2020,33,118,6
2021,21,111,6
2022,25,110,8
2023,35,101,3
2024,32,113,5
2025,35,109,5
2026,28,105,5
2027,29,95,8
2028,25,103,5
2029,30,113,4
2030,21,116,5
2031,35,105,8
2032,31,106,5
2033,31,107,8
2034,33,97,7
2035,37,112,5
2036,20,116,6
2037,27,99,5
2038,37,116,7
2039,20,106,6
2040,22,99,4
2041,23,104,8
2042,30,113,4
2043,32,117,7
2044,34,107,7
2045,23,107,3
2046,20,119,5

min,,70
max,,140
steps,,11
decimal


