year,A1,A2,A3
,label A1,label A2,label A3
1987,48,2070,292
1988,44,2051,307
1989,57,2055,344
1990,42,1980,334
1991,35,2131,284
1992,55,1839,384
1993,50,2300,365
1994,27,2041,224
1995,55,2153,330
1996,28,2015,245
1997,33,1940,273
1998,50,2099,295
1999,41,2007,318
2000,23,1873,233
2001,47,2218,276
2002,56,1860,329
2003,54,2084,327
2004,45,2046,320
2005,58,1861,411
2006,59,1891,416
2007,38,1896,256
2008,39,2187,256
2009,33,2092,269
2010,36,2049,272
2011,33,2066,253
2012,37,2083,278
2013,48,2079,318
2014,50,2139,289
2015,55,1810,337
2016,41,2065,286
2016
2017,68,1955,481
2018,60,1873,433
2019,67,1947,467
2020,75,1985,529
2021,46,1702,346
2022,76,1885,477
2023,56,1733,419
2024,57,1796,430
2025,81,1869,484
2026,69,1802,553
2027,49,1679,391
2028,44,1650,344
2029,62,1899,450
2030,60,1741,453
2031,64,1839,408
2032,79,1769,522
2033,80,1729,528
2034,64,1698,477
2035,52,1960,396
2036,92,1774,593
2037,69,1679,443
2038,69,2006,459
2039,75,1633,509
2040,50,1599,342
2041,94,1646,611
2042,69,1966,467
2043,76,2122,488
2044,79,1870,510
2045,56,1573,382
2046,63,1949,440
