year,annual-precipitations
,(mm)
1987,507
1988,826
1989,526
1990,572
1991,591
1992,855
1993,882
1994,628
1995,610
1996,727
1997,538
1998,498
1999,586
2000,634
2001,661
2002,796
2003,502
2004,709
2005,444
2006,506
2007,501
2008,615
2009,611
2010,590
2011,426
2012,444
2013,732
2014,689
2015,482
2016,599
