year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,25,1,-130,6,4,-359,33,10,47
1988,23,0,-90,6,12,-309,52,11,29
1989,27,1,-117,7,11,-351,51,5,49
1990,23,2,-94,5,8,-321,45,4,47
1991,27,0,-126,8,7,-411,41,5,15
1992,47,0,-165,7,12,-419,28,2,40
1993,27,0,-137,6,13,-416,59,15,48
1994,24,0,-130,7,1,-382,45,6,59
1995,22,0,-12,4,7,-251,49,6,55
1996,29,0,-169,8,2,-399,36,14,50
1997,28,0,-132,6,8,-322,49,9,76
1998,21,1,-138,6,5,-397,42,11,39
1999,27,1,-177,7,4,-462,39,9,20
2000,14,0,-132,5,2,-335,44,5,85
2001,18,0,-95,6,7,-341,51,5,55
2002,24,0,-96,7,7,-353,46,8,51
2003,34,0,-176,7,4,-432,40,12,26
2004,38,0,-134,8,9,-370,43,9,61
2005,44,0,-188,8,5,-451,35,1,43
2006,35,0,-139,7,15,-384,51,7,30
2007,21,0,-146,7,4,-356,40,3,71
2008,28,0,-87,7,2,-253,46,10,76
2009,27,0,-153,8,5,-353,41,13,63
2010,15,0,-85,7,4,-320,44,4,87
2011,30,0,-97,7,6,-315,35,14,59
2012,15,0,-94,6,11,-300,38,9,32
2013,17,0,-109,7,9,-324,49,18,83
2014,20,0,-38,5,5,-294,42,4,65
2015,24,0,-72,6,8,-296,40,3,67
2016,14,0,-134,5,4,-361,53,6,36
2016
2017,30,0,-193,6,21,-479,45,7,58
2018,30,0,-72,6,23,-349,49,2,78
2019,40,0,-167,7,23,-366,35,3,143
2020,41,0,-185,7,21,-411,31,9,126
2021,24,0,-171,8,9,-454,37,0,33
2022,36,0,-214,10,17,-462,33,5,36
2023,37,0,-207,9,7,-460,31,6,34
2024,40,0,-118,6,17,-423,35,0,66
2025,34,0,-161,6,11,-388,40,1,6
2026,40,0,-230,8,27,-502,41,2,108
2027,40,0,-234,10,10,-534,24,3,41
2028,27,0,-163,8,10,-425,32,1,93
2029,33,0,-214,9,11,-502,39,4,52
2030,39,0,-217,8,14,-527,35,1,53
2031,39,0,-235,9,12,-492,31,2,19
2032,44,0,-154,7,19,-401,34,5,54
2033,42,0,-202,9,22,-513,34,0,48
2034,52,0,-233,7,17,-533,36,0,33
2035,28,0,-111,6,20,-340,42,5,27
2036,47,0,-168,8,23,-471,36,1,25
2037,45,0,-122,6,5,-377,35,3,34
2038,34,2,-147,7,14,-445,39,1,42
2039,43,0,-166,8,19,-469,34,0,34
2040,34,0,-120,8,2,-378,35,2,44
2041,56,0,-210,10,28,-476,19,5,52
2042,44,0,-166,6,14,-394,29,7,68
2043,37,0,-200,9,15,-453,49,5,82
2044,31,1,-119,6,21,-376,41,0,26
2045,32,0,-159,8,8,-330,31,0,58
2046,36,0,-133,8,17,-346,43,2,65
