year,annual-estival-days
1987,69
1988,61
1989,93
1990,96
1991,83
1992,64
1993,47
1994,79
1995,80
1996,65
1997,93
1998,71
1999,100
2000,80
2001,72
2002,63
2003,111
2004,95
2005,83
2006,96
2007,70
2008,68
2009,94
2010,80
2011,89
2012,94
2013,71
2014,91
2015,82
2016,81

min,0
max,135
steps,10
decimal
