year,annual-average-temperature
1987,8.1
1988,10.1
1989,10.5
1990,10.5
1991,9.5
1992,10.4
1993,9.2
1994,10.6
1995,9.7
1996,7.7
1997,9.8
1998,10.2
1999,10.7
2000,11.1
2001,10.1
2002,10.4
2003,10.3
2004,9.8
2005,9.9
2006,10.5
2007,10.9
2008,10.6
2009,10.1
2010,8.5
2011,10.6
2012,10.1
2013,9.6
2014,11.3
2015,11.1
2016,10.7

min,6
max,14
steps,9
decimal
