year,annual-estival-days
1987,19
1988,42
1989,52
1990,40
1991,36
1992,61
1993,31
1994,42
1995,47
1996,25
1997,48
1998,35
1999,49
2000,43
2001,39
2002,45
2003,70
2004,31
2005,47
2006,59
2007,44
2008,41
2009,43
2010,37
2011,48
2012,44
2013,41
2014,38
2015,50
2016,60

min,16
max,130
steps,9
decimal
