year,annual-hydric-deficit
1987,-74
1988,-306
1989,-343
1990,-373
1991,-419
1992,-344
1993,-208
1994,-57
1995,-125
1996,-224
1997,-240
1998,-160
1999,-178
2000,-237
2001,3
2002,10
2003,-394
2004,-71
2005,-201
2006,-362
2007,-113
2008,-257
2009,-120
2010,29
2011,-216
2012,-288
2013,-75
2014,-198
2015,-323
2016,-296
