year,A1,A2,A3
,label A1,label A2,label A3
1987,30,2827,242
1988,20,2997,155
1989,55,3283,376
1990,24,3173,182
1991,12,2776,119
1992,19,2929,125
1993,10,3123,99
1994,21,3150,178
1995,29,2944,186
1996,15,2957,136
1997,11,3012,114
1998,30,2998,204
1999,19,3088,196
2000,12,3034,111
2001,21,2876,160
2002,14,2910,99
2003,10,2893,125
2004,2,2990,54
2005,22,2836,156
2006,17,3163,137
2007,14,3066,110
2008,25,3232,198
2009,22,2928,175
2010,20,2988,155
2011,11,2963,96
2012,23,2834,149
2013,19,2926,153
2014,10,3104,73
2015,28,2829,201
2016,29,2850,230
2016
2017,24,2817,189
2018,54,2748,351
2019,9,2952,79
2020,27,2512,185
2021,44,2747,278
2022,29,2626,218
2023,19,2599,146
2024,27,2863,201
2025,24,2911,141
2026,35,2760,259
2027,8,2393,137
2028,32,2529,227
2029,33,2295,292
2030,17,2215,191
2031,31,2439,206
2032,33,2475,247
2033,8,2597,78
2034,12,2642,101
2035,25,2637,168
2036,38,2507,239
2037,20,2506,122
2038,22,2460,187
2039,44,2810,269
2040,13,2483,73
2041,17,2752,144
2042,12,2724,108
2043,18,2595,138
2044,45,2754,278
2045,9,2472,89
2046,11,2540,107

min,,2000
max,,4000
steps,,9
decimal
