year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,77,-88,-66,3
1988,40,-242,-153,48
1989,-19,-178,-204,58
1990,-38,-187,-189,40
1991,-48,-166,-210,5
1992,46,-236,-191,35
1993,-21,-189,-55,57
1994,60,-84,-51,18
1995,0,-59,-80,15
1996,-27,-149,-106,58
1997,-4,-170,-100,34
1998,-42,-134,-84,99
1999,23,-94,-155,48
2000,52,-162,-140,13
2001,87,-105,-41,62
2002,2,-107,-50,165
2003,17,-237,-214,41
2004,39,-61,-90,40
2005,13,-172,-68,27
2006,36,-182,-215,0
2007,22,-141,-26,32
2008,-4,-162,-121,29
2009,41,-152,-139,130
2010,9,-117,58,78
2011,-12,-215,21,-10
2012,-6,-117,-193,29
2013,49,-22,-161,60
2014,-52,-113,-39,6
2015,-4,-232,-134,46
2016,42,-170,-219,50
