year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,28,25,-183.18,6,11,-287.85,35,31,145
1988,30,23,-132,4,10,-261,51,37,110
1989,27,34,-171,5,36,-353,51,31,92
1990,19,26,-165,7,18,-325,48,45,93
1991,21,21,-206,6,3,-365,33,35,82
1992,26,8,-140,5,10,-299,46,25,88
1993,17,23,-221,4,10,-344,55,41,110
1994,17,26,-144,2,16,-290,46,31,131
1995,19,20,-123,4,19,-340,55,29,71
1996,11,24,-214,7,10,-427,54,40,107
1997,11,16,-128,2,11,-278,73,34,109
1998,13,28,-152,5,16,-315,56,31,129
1999,13,41,-179,5,15,-319,53,25,157
2000,13,20,-205,8,3,-372,61,32,83
2001,26,23,-170,6,8,-299,46,32,105
2002,11,21,-146,2,11,-266,59,13,171
2003,27,25,-178,8,4,-334,45,26,103
2004,13,22,-103,6,0,-207,57,27,145
2005,13,12,-134,2,15,-243,46,31,143
2006,16,29,-143,7,11,-315,56,38,75
2007,1,30,-132,4,12,-324,70,32,46
2008,15,37,-126,5,17,-286,65,33,155
2009,26,22,-129,3,13,-239,44,23,123
2010,11,30,-120,5,16,-220,54,33,142
2011,24,15,-196,4,0,-305,37,31,102
2012,28,21,-167,4,15,-309,45,31,78
2013,27,32,-172,5,10,-308,51,27,116
2014,9,21,-84,2,4,-193,61,35,137
2015,20,27,-118,5,17,-320,60,15,92
2016,26,15,-166,6,13,-317,43,33,103
2016
2017,31,22,-152,3,9,-309,42,18,82
2018,45,23,-202,5,21,-404,29,16,79
2019,14,26,-86,3,1,-205,45,17,108
2020,14,9,-139,6,14,-266,54,19,123
2021,34,14,-152,5,23,-343,48,34,111
2022,13,20,-142,4,10,-230,55,15,103
2023,15,18,-174,4,11,-366,64,13,61
2024,24,30,-103,4,14,-293,35,32,58
2025,8,14,-111,2,12,-182,62,29,121
2026,17,26,-224,6,19,-384,41,8,112
2027,27,14,-141,2,1,-246,42,13,82
2028,14,11,-152,5,16,-322,44,14,55
2029,30,15,-223,5,18,-371,28,9,91
2030,16,2,-138,4,19,-344,51,11,95
2031,26,19,-134,5,7,-256,46,22,94
2032,24,4,-86,4,22,-270,53,17,74
2033,9,19,-146,5,2,-268,67,11,93
2034,13,6,10,4,7,-108,73,10,80
2035,21,13,-91,4,13,-237,46,22,74
2036,26,5,-82,4,19,-196,53,16,147
2037,10,16,-133,5,9,-215,57,9,116
2038,15,8,-134,4,12,-317,40,23,84
2039,15,40,-119,5,24,-291,52,3,71
2040,3,7,-112,3,5,-223,43,19,112
2041,24,15,-162,3,3,-313,43,31,70
2042,17,19,-144,2,2,-205,32,25,134
2043,12,23,-26,2,6,-161,48,22,57
2044,19,13,-56,4,8,-189,67,32,85
2045,10,13,-92,3,8,-237,49,18,69
2046,11,13,-148,4,1,-204,61,12,118

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
