year,A1,A2,A3
,label A1,label A2,label A3
1987,19,2708,132
1988,19,2210,116
1989,20,2656,118
1990,20,2423,122
1991,12,2433,101
1992,16,2434,97
1993,18,2547,142
1994,3,2337,58
1995,14,2485,103
1996,14,2609,131
1997,20,2425,144
1998,18,2613,138
1999,14,2465,115
2000,7,2363,83
2001,16,2370,118
2002,17,2107,142
2003,28,2346,174
2004,19,2552,119
2005,16,2636,100
2006,32,2334,177
2007,18,2422,127
2008,24,2401,156
2009,13,2613,115
2010,6,2350,51
2011,21,2559,148
2012,14,2466,113
2013,17,2322,118
2014,27,2680,160
2015,33,2371,195
2016,25,2210,195
2016
2017,32,2409,211
2018,42,2258,247
2019,23,1988,154
2020,40,1980,246
2021,44,2131,318
2022,35,2023,191
2023,34,2161,239
2024,23,2126,195
2025,50,2096,329
2026,23,2320,181
2027,30,2167,239
2028,41,2144,245
2029,24,1987,218
2030,55,2356,389
2031,28,2351,171
2032,27,2292,184
2033,30,2152,199
2034,43,2290,260
2035,50,2100,310
2036,49,2143,325
2037,52,2117,332
2038,56,2220,326
2039,32,2078,222
2040,51,2154,335
2041,54,2087,345
2042,46,2332,276
2043,49,2237,306
2044,50,2006,296
2045,36,1907,225
2046,45,2135,250

min,,1600
max,,3200
steps,,9
decimal



