year,annual-average-temperature
1987,11.1
1988,11.7
1989,13.1
1990,12.6
1991,11.6
1992,11.8
1993,11.6
1994,12.7
1995,12.5
1996,11.7
1997,13.2
1998,12.2
1999,12.4
2000,12.5
2001,11.9
2002,12.6
2003,13.2
2004,12.0
2005,12.2
2006,13.0
2007,12.4
2008,11.9
2009,12.5
2010,11.2
2011,13.4
2012,12.3
2013,11.3
2014,12.4
2015,12.2
2016,11.8

min,9
max,15
steps,7
decimal



