year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.9,13.1,19.1,9.0
1988,6.0,14.1,17.6,9.1
1989,7.6,14.4,19.2,10.9
1990,8.5,14.2,19.6,8.1
1991,5.9,12.3,20.2,7.7
1992,6.2,14.1,18.3,8.6
1993,7.0,14.3,17.2,8.0
1994,7.2,13.7,19.1,10.7
1995,6.7,14.1,18.9,10.3
1996,6.5,14.2,17.6,8.2
1997,8.3,14.5,20.1,10.0
1998,8.0,14.1,18.7,7.8
1999,6.5,14.8,19.7,8.4
2000,6.7,15.0,18.6,9.8
2001,7.3,14.0,18.0,8.3
2002,8.0,14.5,17.4,10.2
2003,6.3,16.3,20.9,9.1
2004,6.0,14.2,18.7,8.8
2005,5.2,15.7,18.9,8.6
2006,5.3,15.3,20.2,10.8
2007,7.7,16.2,17.2,8.3
2008,7.8,14.5,17.6,7.9
2009,5.7,15.3,19.6,9.4
2010,4.3,14.2,18.7,7.3
2011,6.9,16.5,19.0,11.2
2012,5.9,14.4,18.9,9.8
2013,4.9,12.2,18.9,8.9
2014,7.7,14.0,17.6,10.2
2015,5.4,14.8,18.3,10.2
2016,6.5,13.2,19.2,8.4
