year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,12,4,-113,6,0,-233,60,20,118
1988,9,1,-64,5,4,-243,61,15,68
1989,9,0,59,4,1,-42,76,14,92
1990,5,1,80,5,1,-57,67,10,128
1991,9,2,-103,4,1,-136,62,12,145
1992,15,4,27,5,0,-142,63,12,71
1993,17,1,-49,6,1,-260,57,7,112
1994,9,0,-148,6,0,-204,59,14,180
1995,12,1,-83,7,5,-249,58,11,98
1996,13,2,-107,6,1,-254,63,15,134
1997,9,0,-99,5,6,-299,72,2,102
1998,9,8,26,7,6,-130,59,17,96
1999,17,0,-111,4,0,-261,68,12,123
2000,10,1,-116,5,2,-287,65,25,128
2001,18,0,-35,6,1,-249,44,10,80
2002,34,0,-89,6,0,-248,36,8,165
2003,21,2,17,5,7,-81,59,12,172
2004,10,0,11,6,0,-157,69,8,145
2005,3,3,95,3,2,-72,69,14,89
2006,18,3,-44,3,1,-219,57,10,81
2007,10,1,-97,5,3,-265,66,13,119
2008,9,0,77,7,0,-166,64,6,109
2009,11,0,-105,8,2,-302,61,18,81
2010,9,0,-90,8,1,-231,59,8,194
2011,7,2,-61,5,3,-167,74,17,86
2012,21,6,-12,7,0,-125,64,8,135
2013,2,2,-73,4,1,-238,75,10,52
2014,29,8,-82,5,2,-265,54,5,102
2015,14,4,-21,8,7,-224,63,18,108
2016,8,0,-69,7,12,-239,73,13,117
2016
2017,16,0,-71,5,3,-250,51,10,126
2018,27,1,-141,4,7,-287,46,10,107
2019,20,1,70,4,3,-78,51,7,161
2020,22,2,-24,5,4,-273,56,2,163
2021,17,1,-132,5,11,-339,44,4,66
2022,13,0,-117,7,3,-359,52,10,85
2023,21,4,-126,7,4,-400,46,8,111
2024,21,1,-174,5,2,-326,44,9,178
2025,34,0,-142,8,13,-353,33,1,151
2026,23,3,-106,6,1,-306,53,4,86
2027,9,0,-134,5,2,-386,60,17,79
2028,26,3,-157,6,6,-303,47,4,188
2029,29,0,-196,6,4,-328,52,4,231
2030,26,3,-245,4,13,-378,57,2,173
2031,15,4,-79,4,2,-153,56,11,214
2032,27,1,-136,8,4,-262,36,4,129
2033,10,4,-16,5,4,-82,54,8,217
2034,22,0,-18,5,11,-218,55,12,75
2035,26,1,-104,9,3,-319,40,15,76
2036,31,0,-150,8,14,-391,47,3,68
2037,32,0,-104,9,11,-356,48,3,109
2038,28,0,-94,4,8,-236,60,8,146
2039,16,0,-125,8,8,-369,69,12,95
2040,19,1,-141,7,18,-324,51,3,113
2041,35,3,-83,6,8,-305,49,9,92
2042,22,0,58,6,12,-173,69,13,121
2043,22,0,-21,6,12,-191,55,7,193
2044,32,1,-53,5,3,-222,38,9,171
2045,15,2,-58,5,11,-271,53,4,126
2046,37,0,-160,8,3,-421,38,8,69
