year,annual-hydric-deficit
1987,190
1988,393
1989,-306
1990,138
1991,166
1992,459
1993,462
1994,610
1995,307
1996,105
1997,33
1998,73
1999,182
2000,325
2001,294
2002,171
2003,32
2004,180
2005,-108
2006,109
2007,338
2008,356
2009,-4
2010,50
2011,-67
2012,154
2013,151
2014,-2
2015,-56
2016,66
