year,annual-frozen-days
1987,41
1988,9
1989,19
1990,13
1991,35
1992,11
1993,13
1994,7
1995,10
1996,23
1997,18
1998,17
1999,7
2000,9
2001,18
2002,5
2003,19
2004,9
2005,20
2006,15
2007,11
2008,14
2009,19
2010,27
2011,3
2012,15
2013,24
2014,3
2015,9
2016,12
