year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.2,12.4,17.2,8.9
1988,7.2,13.0,16.1,9.9
1989,8.0,13.4,18.1,9.9
1990,9.1,13.2,18.0,9.2
1991,6.0,11.6,17.9,8.4
1992,6.8,12.9,16.5,9.2
1993,7.8,13.2,16.0,8.8
1994,8.1,12.2,16.5,11.1
1995,8.0,12.1,17.4,10.0
1996,6.4,11.8,16.1,8.7
1997,7.5,12.5,17.5,10.2
1998,7.8,12.7,16.6,9.4
1999,7.8,13.1,17.7,9.8
2000,7.6,12.6,16.8,9.8
2001,7.6,12.3,17.0,9.8
2002,8.6,12.7,16.5,10.6
2003,7.2,13.7,18.3,9.6
2004,7.1,12.7,16.9,9.9
2005,7.5,13.3,17.0,9.7
2006,5.8,13.1,18.2,11.3
2007,8.8,13.5,16.0,9.4
2008,8.1,13.0,16.2,9.0
2009,6.2,12.9,16.8,10.2
2010,5.8,12.2,16.8,8.5
2011,7.9,13.7,16.6,11.6
2012,7.4,12.3,16.4,10.0
2013,5.4,11.5,17.6,10.6
2014,8.2,13.1,17.3,11.1
2015,6.9,13.2,16.4,11.9
2016,7.1,12.6,18.1,9.3
