year,F1,F3,M4
,label F1,label F3,label M4
1987,33,117,3
1988,20,122,1
1989,26,122,2
1990,53,124,1
1991,38,124,0
1992,41,133,1
1993,34,123,1
1994,36,121,1
1995,25,134,4
1996,39,122,5
1997,27,123,3
1998,22,129,2
1999,37,118,2
2000,34,121,0
2001,25,126,1
2002,27,130,1
2003,34,123,3
2004,36,132,3
2005,34,117,1
2006,44,128,3
2007,35,133,2
2008,20,122,6
2009,40,133,0
2010,29,123,1
2011,39,122,1
2012,30,126,2
2013,30,126,1
2014,39,121,2
2015,49,121,5
2016,34,126,1
2016
2017,25,126,1
2018,26,121,2
2019,35,116,4
2020,28,133,2
2021,27,123,3
2022,30,125,1
2023,24,107,1
2024,24,126,0
2025,32,123,3
2026,50,128,3
2027,23,122,1
2028,23,119,3
2029,32,126,4
2030,29,115,2
2031,28,117,4
2032,28,129,0
2033,23,121,4
2034,35,122,3
2035,34,126,3
2036,22,128,0
2037,23,124,3
2038,30,119,3
2039,25,120,5
2040,23,129,1
2041,31,122,2
2042,29,116,2
2043,22,119,5
2044,27,126,1
2045,23,115,3
2046,23,122,3
