year,annual-average-temperature
1987,10.7
1988,11.6
1989,12.4
1990,12.4
1991,11.0
1992,11.4
1993,11.5
1994,12.0
1995,11.9
1996,10.8
1997,11.9
1998,11.7
1999,12.1
2000,11.7
2001,11.7
2002,12.1
2003,12.2
2004,11.7
2005,11.9
2006,12.1
2007,11.9
2008,11.6
2009,11.5
2010,10.8
2011,12.5
2012,11.5
2013,11.3
2014,12.4
2015,12.1
2016,11.8

min,8
max,14
steps,7
decimal
