year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1216,12,-214,0
1988,976,13,-61,0
1989,1056,14,-151,0
1990,1073,13,-65,0
1991,1185,14,-296,0
1992,991,12,-77,1
1993,1175,12,-341,0
1994,1104,12,-398,0
1995,1018,13,-107,0
1996,1118,12,-392,0
1997,963,12,-385,1
1998,1107,14,-183,0
1999,1028,13,-378,0
2000,1159,12,-181,0
2001,1167,13,-153,0
2002,1119,12,52,0
2003,1249,13,-173,0
2004,1116,12,-133,1
2005,1108,12,-95,0
2006,1089,11,-232,0
2007,1062,10,-148,0
2008,1157,12,-314,0
2009,983,11,-95,0
2010,938,11,-50,0
2011,1224,13,-236,0
2012,1139,10,-264,0
2013,1052,12,-79,0
2014,1155,13,-201,0
2015,1172,12,-243,0
2016,1000,12,-46,0
2016
2017,1119,12,-207,0
2018,1259,13,-159,0
2019,1250,13,-241,0
2020,1222,14,-245,0
2021,1335,12,-402,0
2022,1320,13,-171,0
2023,1395,13,-432,0
2024,1316,14,-412,0
2025,1246,13,-220,0
2026,1337,14,-440,0
2027,1256,12,-394,0
2028,1248,13,-250,0
2029,1293,12,-417,2
2030,1307,12,-428,0
2031,1306,13,-262,0
2032,1314,13,-250,0
2033,1323,14,-138,0
2034,1149,12,-304,1
2035,1151,13,-210,0
2036,1289,14,-151,0
2037,1288,13,-210,2
2038,1240,12,-299,0
2039,1217,13,-179,0
2040,1181,13,-115,0
2041,1384,13,-278,0
2042,1194,12,-200,0
2043,1342,11,-254,0
2044,1294,12,-241,0
2045,1267,12,-250,0
2046,1156,13,-201,0

min,700,8
max,2200,18
steps,7,11
decimal
