year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,1,0,-133,7,0,-216,81,1,121
1988,0,0,4,4,0,-52,88,4,150
1989,0,0,-49,8,0,-136,84,1,102
1990,0,0,-71,4,0,-33,82,4,193
1991,1,0,-108,4,0,-236,75,3,107
1992,1,0,-47,5,0,-64,80,4,115
1993,1,0,-83,4,0,-220,80,4,96
1994,1,0,-147,3,0,-267,80,2,80
1995,2,0,-61,8,0,-179,84,2,138
1996,1,0,-173,7,0,-362,81,3,159
1997,2,0,-191,6,0,-298,86,2,106
1998,0,0,-68,5,0,-176,88,7,136
1999,0,0,-155,7,0,-265,84,0,102
2000,2,0,-121,5,0,-149,74,5,156
2001,4,0,-55,4,0,-134,79,2,77
2002,6,0,21,5,0,-1,77,7,196
2003,8,0,6,7,0,-141,87,5,97
2004,2,0,-17,7,0,-173,85,0,122
2005,0,0,-36,4,0,-95,80,1,125
2006,0,0,-84,5,0,-179,82,4,58
2007,0,0,-38,4,0,-161,76,3,92
2008,0,0,-107,8,0,-295,75,1,50
2009,1,0,-38,3,0,-56,80,7,142
2010,0,0,-2,3,0,-29,88,8,109
2011,4,0,-121,4,0,-218,70,13,90
2012,4,0,-85,7,0,-233,79,1,90
2013,1,0,66,6,0,-53,81,9,113
2014,0,0,-66,3,0,-174,84,1,71
2015,3,0,-66,8,0,-209,84,1,133
2016,2,0,-109,3,0,-44,88,2,257
2016
2017,4,0,-63,3,0,-192,78,0,78
2018,0,0,-49,3,0,-176,76,3,96
2019,0,0,-69,5,0,-264,81,4,55
2020,2,0,-78,5,0,-243,74,2,69
2021,13,0,-168,5,0,-355,63,9,103
2022,3,0,-33,4,0,-200,75,2,76
2023,5,0,-145,4,0,-354,70,0,98
2024,4,0,-119,4,0,-303,76,14,72
2025,5,0,-72,7,0,-222,74,0,86
2026,2,0,-107,5,0,-342,74,1,68
2027,5,0,-164,6,0,-347,71,6,120
2028,4,0,-70,7,0,-214,72,1,120
2029,4,0,-170,3,0,-368,64,2,100
2030,1,0,-144,4,0,-310,72,0,74
2031,3,0,-123,4,0,-273,67,1,99
2032,1,0,-90,4,0,-233,77,6,108
2033,1,0,-95,1,0,-205,78,0,147
2034,4,0,-130,6,0,-303,68,0,122
2035,1,0,-89,6,0,-231,77,5,140
2036,6,0,-59,3,0,-150,73,0,150
2037,5,0,-89,6,0,-226,72,2,90
2038,3,0,-94,5,0,-253,72,6,70
2039,3,0,-141,9,0,-230,82,5,185
2040,6,0,-80,5,0,-188,74,0,145
2041,13,0,-108,6,0,-268,64,2,66
2042,2,0,-90,5,0,-232,75,4,85
2043,7,0,-93,8,0,-278,64,0,55
2044,3,1,-65,4,0,-232,77,0,49
2045,1,0,-93,6,0,-244,76,0,94
2046,0,0,-42,5,0,-173,76,0,82
