year,annual-hydric-deficit
1987,392
1988,565
1989,95
1990,348
1991,422
1992,81
1993,154
1994,40
1995,45
1996,-33
1997,-94
1998,133
1999,190
2000,382
2001,132
2002,130
2003,-139
2004,153
2005,-51
2006,-33
2007,176
2008,194
2009,114
2010,13
2011,-276
2012,44
2013,-45
2014,34
2015,-94
2016,12
