year,annual-frozen-days
1987,23
1988,13
1989,7
1990,18
1991,20
1992,24
1993,20
1994,5
1995,10
1996,11
1997,7
1998,11
1999,11
2000,8
2001,12
2002,0
2003,13
2004,6
2005,24
2006,17
2007,16
2008,4
2009,12
2010,17
2011,5
2012,15
2013,8
2014,3
2015,5
2016,1
