year,annual-precipitations
1987,1322
1988,1401
1989,1103
1990,1600
1991,1296
1992,1293
1993,1093
1994,1619
1995,1345
1996,1604
1997,1698
1998,1382
1999,1436
2000,1664
2001,1165
2002,1572
2003,1326
2004,1514
2005,1257
2006,1279
2007,1204
2008,1724
2009,1414
2010,1410
2011,1179
2012,1435
2013,1860
2014,1725
2015,1142
2016,1443
