year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,1181,543,387,179,150,13.0,4758,50,20.3,8
1988,1451,592,597,-132,406,13.6,4974,45,19.3,9
1989,1724,552,913,154,674,13.5,4945,30,18.8,9
1990,1322,580,503,-167,424,13.3,4882,40,19.2,12
1991,1584,718,526,-139,301,14.4,5262,65,20.9,4
1992,1555,548,749,-58,518,13.7,5006,47,19.4,7
1993,1238,660,207,-91,51,13.7,4996,50,20.1,13
1994,1313,697,268,-151,157,13.1,4805,40,19.0,12
1995,1154,558,343,28,178,13.5,4944,31,18.6,6
1996,1162,687,132,-177,268,13.6,4952,39,18.9,9
1997,1441,730,379,-145,303,14.1,5163,70,20.6,10
1998,1307,527,518,8,273,13.3,4866,38,19.8,8
1999,1140,652,127,-162,91,13.6,4971,29,18.8,5
2000,1293,672,289,-25,121,13.5,4945,40,18.9,3
2001,1370,567,536,-86,305,13.8,5039,41,19.3,12
2002,1432,596,589,-32,326,13.4,4898,57,20.0,11
2003,1461,597,598,22,301,13.9,5057,50,19.1,3
2004,1269,587,402,-1,182,13.8,5043,45,20.0,11
2005,1027,617,146,-301,274,14.7,5367,73,21.0,4
2006,1665,550,858,154,254,13.6,4995,40,19.2,5
2007,1577,538,790,85,316,12.9,4717,33,19.0,8
2008,1071,569,247,-226,183,13.4,4876,51,19.9,14
2009,1418,576,574,-45,327,13.6,4952,37,18.5,7
2010,1437,543,637,5,387,13.1,4806,37,19.1,14
2011,1343,567,515,43,220,13.9,5076,42,19.3,2
2012,1436,582,590,76,288,13.3,4864,43,18.9,9
2013,1042,595,198,-110,194,13.0,4759,47,20.0,15
2014,1542,579,702,-42,452,13.6,4982,38,18.8,9
2015,1391,568,565,135,290,14.0,5110,39,19.8,6
2016,1354,587,525,-16,295,13.3,4866,32,18.7,13
2016
2017,1408,613,529,-83,417,14.9,5421,67,21.2,4
2018,1485,613,601,-162,578,14.6,5321,62,20.2,2
2019,1321,607,456,6,242,14.3,5223,61,19.7,3
2020,1372,611,498,23,269,14.6,5337,75,21.9,4
2021,1312,701,276,-232,350,14.4,5262,66,20.4,4
2022,934,588,84,-292,351,13.9,5069,63,20.0,8
2023,1373,710,273,-90,189,14.1,5160,56,19.3,3
2024,1174,719,91,-334,397,14.7,5370,73,20.5,0
2025,1251,561,424,-12,294,14.5,5281,75,20.9,8
2026,1173,735,91,-283,206,14.7,5374,73,21.0,3
2027,1256,655,234,-233,335,14.6,5322,36,19.1,1
2028,1219,558,415,-98,343,14.0,5108,59,20.1,2
2029,1208,745,107,-308,340,14.7,5367,83,21.8,3
2030,1358,666,364,-87,414,14.0,5110,56,20.6,6
2031,1353,586,512,-33,355,14.3,5224,49,20.0,0
2032,1538,589,666,101,306,14.4,5269,65,19.7,5
2033,1442,605,569,-193,524,15.2,5537,68,21.3,2
2034,1447,607,566,-84,473,14.0,5093,62,20.2,6
2035,1184,613,313,-29,221,14.8,5417,74,21.1,3
2036,1618,554,788,148,499,14.2,5211,48,20.0,4
2037,1153,601,285,-46,104,14.4,5262,85,21.1,3
2038,1212,579,371,-135,402,14.1,5139,48,19.7,4
2039,1292,596,442,-179,345,14.1,5137,55,20.0,3
2040,1416,570,575,-2,468,14.4,5285,51,19.4,2
2041,1216,605,343,-145,395,14.5,5277,74,21.3,3
2042,1136,611,255,-44,82,14.4,5244,76,19.3,9
2043,1252,549,428,106,186,14.3,5212,59,21.1,4
2044,1232,615,351,-33,272,14.3,5235,54,20.0,2
2045,1255,577,420,18,258,14.1,5140,65,20.7,3
2046,1373,584,527,71,244,14.2,5176,56,19.9,10
