year,annual-estival-days
1987,50
1988,33
1989,52
1990,66
1991,48
1992,64
1993,34
1994,34
1995,48
1996,30
1997,66
1998,35
1999,57
2000,48
2001,54
2002,31
2003,68
2004,55
2005,56
2006,73
2007,35
2008,30
2009,38
2010,35
2011,51
2012,65
2013,57
2014,58
2015,55
2016,54

min,0
max,135
steps,10
decimal
