year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,8.1,15.4,21.0,13.0
1988,10.1,15.5,19.3,12.0
1989,9.8,15.6,20.5,14.2
1990,11.9,15.9,21.0,11.1
1991,9.3,13.9,21.4,10.9
1992,7.2,15.7,20.2,11.0
1993,8.3,15.7,19.1,11.5
1994,10.5,15.1,20.2,13.9
1995,10.5,15.3,20.2,14.1
1996,10.5,15.9,18.9,12.3
1997,11.3,16.3,20.8,14.2
1998,11.3,15.5,20.3,11.9
1999,9.7,16.3,21.3,11.6
2000,9.1,16.4,20.2,13.5
2001,11.8,15.4,20.0,11.8
2002,11.8,15.2,19.1,14.7
2003,10.1,17.3,21.7,13.0
2004,9.6,15.7,20.7,12.5
2005,8.7,16.9,20.3,12.0
2006,9.1,16.7,21.5,14.4
2007,10.9,16.4,19.4,11.1
2008,11.2,16.0,19.5,11.4
2009,9.0,15.9,20.6,13.5
2010,9.1,15.5,20.3,11.7
2011,10.3,17.5,20.4,14.4
2012,8.5,16.2,20.7,13.4
2013,9.3,14.4,21.2,13.4
2014,11.5,16.5,20.7,14.6
2015,9.1,17.1,20.7,15.0
2016,11.0,16.3,21.4,13.0
