year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,361,294,226,442
1988,511,486,236,169
1989,302,403,192,206
1990,236,422,198,744
1991,231,323,336,406
1992,121,285,415,471
1993,31,328,327,407
1994,385,466,361,407
1995,525,191,348,280
1996,476,207,373,548
1997,209,439,401,648
1998,212,385,198,587
1999,438,319,258,421
2000,241,311,307,805
2001,428,315,225,198
2002,234,434,370,535
2003,383,182,212,549
2004,411,340,282,480
2005,205,257,136,659
2006,322,209,342,407
2007,396,219,334,255
2008,355,405,256,708
2009,431,350,110,524
2010,326,327,157,600
2011,217,177,373,412
2012,217,415,139,664
2013,643,507,227,483
2014,657,294,219,555
2015,575,274,169,123
2016,688,189,194,372
