year,A1,A2,A3
,label A1,label A2,label A3
1987,47,1923,248
1988,34,1704,211
1989,30,1659,186
1990,34,1783,206
1991,45,1573,335
1992,38,1689,209
1993,36,1736,224
1994,26,1894,212
1995,26,1607,143
1996,25,1677,169
1997,41,1697,334
1998,35,1797,204
1999,17,1586,147
2000,22,1644,166
2001,36,1648,198
2002,47,1866,241
2003,35,1600,213
2004,33,1684,230
2005,61,1521,360
2006,32,1681,160
2007,28,1882,148
2008,43,1857,234
2009,28,1636,181
2010,34,1845,182
2011,29,1622,198
2012,28,1757,178
2013,37,1943,240
2014,20,1655,158
2015,36,1585,220
2016,25,1734,151
2016
2017,64,1460,382
2018,52,1468,282
2019,49,1539,294
2020,67,1526,395
2021,46,1532,320
2022,58,1736,299
2023,38,1531,256
2024,49,1501,345
2025,66,1505,355
2026,40,1478,361
2027,17,1334,188
2028,50,1668,271
2029,55,1587,416
2030,41,1635,289
2031,42,1474,251
2032,59,1566,319
2033,59,1366,383
2034,43,1636,254
2035,63,1424,352
2036,46,1517,244
2037,79,1682,417
2038,38,1555,213
2039,42,1623,259
2040,34,1422,203
2041,61,1560,366
2042,63,1602,366
2043,60,1604,327
2044,40,1495,240
2045,52,1613,307
2046,45,1640,263

min,,1200
max,,2550
steps,,10
decimal



