year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1607,10,-388,3
1988,1496,9,-344,1
1989,1641,11,-122,6
1990,1489,11,-279,1
1991,1561,12,-390,6
1992,1449,11,-271,1
1993,1588,9,-500,0
1994,1616,9,-439,2
1995,1725,10,-262,0
1996,1531,10,-378,10
1997,1839,12,-394,1
1998,1913,13,-332,2
1999,1619,13,-415,4
2000,1489,9,-255,2
2001,1633,11,-253,3
2002,1534,8,-342,0
2003,1523,13,-193,5
2004,1721,12,-323,0
2005,1660,11,-245,6
2006,1802,12,-350,1
2007,1366,11,-228,1
2008,1465,11,-322,6
2009,1369,11,-229,1
2010,1699,11,-290,1
2011,1810,12,-279,0
2012,1571,10,-234,0
2013,1636,12,-335,2
2014,1440,10,-301,8
2015,1552,11,-278,4
2016,1650,13,-367,3
2016
2017,1660,12,-289,2
2018,1475,12,-271,5
2019,1436,9,-290,5
2020,1686,11,-436,0
2021,1839,12,-543,1
2022,1847,12,-443,0
2023,1855,14,-510,7
2024,1455,11,-412,0
2025,1772,12,-403,1
2026,1708,12,-492,1
2027,1734,12,-379,3
2028,1899,13,-387,2
2029,1795,9,-559,2
2030,1842,11,-475,1
2031,1753,12,-366,3
2032,1923,12,-389,1
2033,1866,14,-453,3
2034,1866,14,-433,0
2035,1852,11,-424,4
2036,1911,12,-371,2
2037,1682,12,-384,1
2038,1950,12,-426,1
2039,1559,12,-342,7
2040,1629,11,-362,2
2041,1561,10,-410,1
2042,1817,12,-275,0
2043,1633,10,-292,2
2044,1859,12,-419,3
2045,1526,12,-409,1
2046,1882,12,-290,4

min,1000,6
max,2500,16
steps,7,11
decimal



