year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.6,12.8,18.2,7.9
1988,6.0,14.0,17.2,8.0
1989,6.4,13.6,18.4,7.8
1990,7.3,13.4,17.7,7.6
1991,4.5,11.7,19.2,6.5
1992,4.7,13.5,18.0,6.7
1993,4.5,14.4,16.3,5.9
1994,5.4,12.5,18.1,8.9
1995,5.3,12.5,18.4,7.8
1996,3.6,12.9,16.3,6.2
1997,4.7,13.0,18.7,7.6
1998,5.5,13.8,17.5,6.1
1999,5.4,13.9,19.2,6.9
2000,5.5,14.2,17.8,9.0
2001,6.1,13.1,17.5,7.4
2002,6.4,13.7,17.5,8.7
2003,4.4,15.1,19.7,7.2
2004,4.6,12.9,18.3,7.0
2005,4.1,14.1,17.9,7.4
2006,3.3,13.8,19.5,9.1
2007,6.8,15.7,16.6,6.4
2008,5.7,13.7,16.9,6.6
2009,3.4,14.4,18.8,7.8
2010,3.4,13.1,17.7,5.6
2011,5.4,15.0,17.7,8.8
2012,4.6,13.4,17.7,7.9
2013,2.9,12.4,18.7,8.2
2014,6.7,14.1,18.0,9.2
2015,4.6,13.9,18.8,9.7
2016,5.5,13.6,19.3,6.9
