year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,35,-57,-92,115
1988,161,-100,-140,120
1989,3,-162,-216,21
1990,28,-128,-202,101
1991,16,-152,-198,71
1992,17,-130,-177,140
1993,-20,-188,-131,137
1994,102,-93,-149,76
1995,137,-88,-183,63
1996,17,-211,-208,164
1997,17,-136,-167,97
1998,-27,-100,-205,120
1999,33,-124,-147,113
2000,46,-122,-62,144
2001,90,-64,-26,88
2002,37,-181,-149,146
2003,1,-171,-305,61
2004,62,-123,-158,40
2005,5,-137,-92,7
2006,64,-156,-118,72
2007,48,-206,-68,40
2008,84,-63,-158,37
2009,8,-108,-189,67
2010,25,-160,-104,135
2011,-6,-242,-133,100
2012,-14,-28,-206,138
2013,81,48,-143,208
2014,44,-190,-48,143
2015,2,-200,-218,29
2016,61,-8,-262,40
