year,A1,A2,A3
,label A1,label A2,label A3
1987,27,2796,186
1988,18,2520,136
1989,32,2797,199
1990,8,2491,92
1991,25,2672,195
1992,16,2523,98
1993,16,2595,171
1994,22,2472,163
1995,21,2601,188
1996,29,2557,207
1997,20,2465,200
1998,33,2562,233
1999,13,2400,151
2000,17,2557,132
2001,15,2168,127
2002,16,2377,121
2003,23,2562,161
2004,22,2511,181
2005,27,2634,193
2006,26,2450,177
2007,15,2810,95
2008,9,2606,101
2009,4,2411,47
2010,20,2464,163
2011,26,2497,206
2012,15,2612,114
2013,34,2564,234
2014,17,2696,125
2015,24,2717,169
2016,23,2659,171
2016
2017,19,2139,144
2018,12,2374,103
2019,21,2494,158
2020,29,2316,202
2021,43,2253,324
2022,30,2132,197
2023,45,2333,336
2024,18,2414,146
2025,32,2344,220
2026,29,2159,236
2027,26,2386,219
2028,37,2380,273
2029,26,2332,251
2030,28,2179,251
2031,35,2507,236
2032,50,2317,348
2033,47,2293,290
2034,31,1989,246
2035,35,2355,223
2036,49,2311,322
2037,30,2103,210
2038,45,2211,299
2039,12,2286,144
2040,27,2489,169
2041,20,2240,154
2042,42,2228,267
2043,37,2301,224
2044,44,2197,260
2045,18,2325,147
2046,33,2387,224

min,,1600
max,,3200
steps,,9
decimal



