year,annual-frozen-days
1987,67
1988,34
1989,53
1990,37
1991,69
1992,52
1993,58
1994,41
1995,61
1996,79
1997,67
1998,61
1999,43
2000,29
2001,54
2002,43
2003,73
2004,62
2005,70
2006,73
2007,44
2008,68
2009,62
2010,77
2011,40
2012,51
2013,59
2014,17
2015,45
2016,44
